Jose3
Frame,ARIEL<T-X>,ARIEL<T-Y>,ARIEL<T-Z>,LFHD<T-X>,LFHD<T-Y>,LFHD<T-Z>,LBHD<T-X>,LBHD<T-Y>,LBHD<T-Z>,RFHD<T-X>,RFHD<T-Y>,RFHD<T-Z>,RBHD<T-X>,RBHD<T-Y>,RBHD<T-Z>,C7<T-X>,C7<T-Y>,C7<T-Z>,T10<T-X>,T10<T-Y>,T10<T-Z>,CLAV<T-X>,CLAV<T-Y>,CLAV<T-Z>,STRN<T-X>,STRN<T-Y>,STRN<T-Z>,LFSH<T-X>,LFSH<T-Y>,LFSH<T-Z>,LBSH<T-X>,LBSH<T-Y>,LBSH<T-Z>,LUPA<T-X>,LUPA<T-Y>,LUPA<T-Z>,LELB<T-X>,LELB<T-Y>,LELB<T-Z>,LIEL<T-X>,LIEL<T-Y>,LIEL<T-Z>,LFRM<T-X>,LFRM<T-Y>,LFRM<T-Z>,LIWR<T-X>,LIWR<T-Y>,LIWR<T-Z>,LOWR<T-X>,LOWR<T-Y>,LOWR<T-Z>,LIHAND<T-X>,LIHAND<T-Y>,LIHAND<T-Z>,LOHAND<T-X>,LOHAND<T-Y>,LOHAND<T-Z>,LTHM3<T-X>,LTHM3<T-Y>,LTHM3<T-Z>,LTHM6<T-X>,LTHM6<T-Y>,LTHM6<T-Z>,LIDX3<T-X>,LIDX3<T-Y>,LIDX3<T-Z>,LIDX6<T-X>,LIDX6<T-Y>,LIDX6<T-Z>,LMID0<T-X>,LMID0<T-Y>,LMID0<T-Z>,LMID6<T-X>,LMID6<T-Y>,LMID6<T-Z>,LRNG3<T-X>,LRNG3<T-Y>,LRNG3<T-Z>,LRNG6<T-X>,LRNG6<T-Y>,LRNG6<T-Z>,LPNK3<T-X>,LPNK3<T-Y>,LPNK3<T-Z>,LPNK6<T-X>,LPNK6<T-Y>,LPNK6<T-Z>,RFSH<T-X>,RFSH<T-Y>,RFSH<T-Z>,RBSH<T-X>,RBSH<T-Y>,RBSH<T-Z>,RUPA<T-X>,RUPA<T-Y>,RUPA<T-Z>,RELB<T-X>,RELB<T-Y>,RELB<T-Z>,RIEL<T-X>,RIEL<T-Y>,RIEL<T-Z>,RFRM<T-X>,RFRM<T-Y>,RFRM<T-Z>,RIWR<T-X>,RIWR<T-Y>,RIWR<T-Z>,ROWR<T-X>,ROWR<T-Y>,ROWR<T-Z>,RIHAND<T-X>,RIHAND<T-Y>,RIHAND<T-Z>,ROHAND<T-X>,ROHAND<T-Y>,ROHAND<T-Z>,RTHM3<T-X>,RTHM3<T-Y>,RTHM3<T-Z>,RTHM6<T-X>,RTHM6<T-Y>,RTHM6<T-Z>,RIDX3<T-X>,RIDX3<T-Y>,RIDX3<T-Z>,RIDX6<T-X>,RIDX6<T-Y>,RIDX6<T-Z>,RMID0<T-X>,RMID0<T-Y>,RMID0<T-Z>,RMID6<T-X>,RMID6<T-Y>,RMID6<T-Z>,RRNG3<T-X>,RRNG3<T-Y>,RRNG3<T-Z>,RRNG6<T-X>,RRNG6<T-Y>,RRNG6<T-Z>,RPNK3<T-X>,RPNK3<T-Y>,RPNK3<T-Z>,RPNK6<T-X>,RPNK6<T-Y>,RPNK6<T-Z>,LFWT<T-X>,LFWT<T-Y>,LFWT<T-Z>,MFWT<T-X>,MFWT<T-Y>,MFWT<T-Z>,RFWT<T-X>,RFWT<T-Y>,RFWT<T-Z>,LBWT<T-X>,LBWT<T-Y>,LBWT<T-Z>,MBWT<T-X>,MBWT<T-Y>,MBWT<T-Z>,RBWT<T-X>,RBWT<T-Y>,RBWT<T-Z>,LTHI<T-X>,LTHI<T-Y>,LTHI<T-Z>,LKNE<T-X>,LKNE<T-Y>,LKNE<T-Z>,LKNI<T-X>,LKNI<T-Y>,LKNI<T-Z>,LSHN<T-X>,LSHN<T-Y>,LSHN<T-Z>,LANK<T-X>,LANK<T-Y>,LANK<T-Z>,LHEL<T-X>,LHEL<T-Y>,LHEL<T-Z>,LMT5<T-X>,LMT5<T-Y>,LMT5<T-Z>,LMT1<T-X>,LMT1<T-Y>,LMT1<T-Z>,LTOE<T-X>,LTOE<T-Y>,LTOE<T-Z>,RTHI<T-X>,RTHI<T-Y>,RTHI<T-Z>,RKNE<T-X>,RKNE<T-Y>,RKNE<T-Z>,RKNI<T-X>,RKNI<T-Y>,RKNI<T-Z>,RSHN<T-X>,RSHN<T-Y>,RSHN<T-Z>,RANK<T-X>,RANK<T-Y>,RANK<T-Z>,RHEL<T-X>,RHEL<T-Y>,RHEL<T-Z>,RMT5<T-X>,RMT5<T-Y>,RMT5<T-Z>,RMT1<T-X>,RMT1<T-Y>,RMT1<T-Z>,RTOE<T-X>,RTOE<T-Y>,RTOE<T-Z>,
11,97.120123,200.945148,1785.296527,178.419525,128.548423,1706.947867,180.232903,253.095870,1673.827473,25.824910,128.808181,1695.975773,26.796192,266.787795,1672.635337,104.289974,344.174820,1495.535501,93.050093,394.588948,1327.924943,114.523505,166.934154,1391.779981,112.192601,146.370996,1245.470427,243.408691,193.732250,1432.521538,250.034106,349.235772,1464.687070,343.566635,272.034337,1412.749980,383.738848,297.197372,1127.332570,275.869375,317.139201,1123.824414,365.682191,318.895933,1010.971545,341.876897,193.329867,928.784986,386.639494,270.871006,915.889138,367.764363,177.201146,859.072021,397.018899,231.150558,853.859146,318.460352,177.161746,823.753955,314.603023,177.458160,796.157215,349.000165,175.738511,768.598136,338.086770,182.720026,747.045543,374.871233,192.471291,794.027674,333.485410,210.921500,747.430263,361.058493,222.582144,771.029615,333.090695,231.305462,759.375048,370.752693,240.455916,780.546766,350.093593,243.842739,767.649661,-23.204285,169.718464,1426.834988,-40.315903,335.319033,1454.417680,-129.491558,234.845787,1409.712249,-183.260632,267.047695,1153.717911,-86.809037,319.961971,1132.602166,-191.634575,226.449244,1018.096093,-146.127420,163.541286,947.831484,-193.090157,218.666729,921.849622,-164.008910,134.193029,880.740025,-192.186245,192.805272,866.320402,-113.459969,123.406636,845.336258,-107.025849,118.072557,815.732123,-138.337755,117.754954,784.923072,-117.891554,128.148628,768.658142,-165.954786,140.114936,802.010993,-110.101800,164.369883,800.538559,-135.511004,170.483861,795.672140,-115.358152,179.086342,816.362094,-145.586457,189.543864,791.774308,-121.280021,193.888038,796.347561,269.646828,226.224775,964.895196,105.557888,111.251186,982.721471,-84.090474,175.858244,984.216287,236.460794,360.084788,973.454471,70.821955,403.717518,980.262585,-76.783386,320.902926,976.754648,256.005292,284.372188,731.848802,228.964561,257.354769,518.811330,69.414348,255.713569,522.025579,212.660690,282.026339,351.986016,152.137768,319.415847,111.909511,72.182407,388.998077,53.673324,197.727696,234.448177,37.443200,65.693206,198.998006,39.950765,140.219505,90.645764,40.876437,-26.607023,81.030776,740.719392,-30.460974,82.028289,564.056586,107.013771,162.730211,544.553369,-41.544234,87.696968,370.017720,-18.755884,102.065449,139.156687,11.604637,197.818777,71.047490,19.590090,-32.990496,66.810825,137.184481,24.762357,65.435782,132.542597,-78.450761,88.986500,
12,96.918343,201.630781,1785.400486,178.219284,129.131248,1707.133273,180.008539,253.640581,1673.845343,25.630893,129.362199,1696.180011,26.547971,267.320637,1672.649533,104.112527,344.428544,1495.506068,92.924258,394.755682,1327.872337,114.314318,167.134850,1391.830031,111.998949,146.494923,1245.527956,243.206205,193.918160,1432.564774,249.870456,349.424759,1464.670655,343.381207,272.180790,1412.765500,383.583509,297.189019,1127.331944,275.727159,317.208994,1123.799441,365.553909,318.991801,1011.038162,341.668025,193.372100,928.763034,386.498333,270.879662,915.884176,367.556080,177.232133,859.054325,396.890218,231.130478,853.858489,318.267721,177.220223,823.729144,314.426770,177.544551,796.123699,348.810094,175.790338,768.571333,337.934421,182.778736,747.047186,374.630601,192.588526,794.010089,333.354982,211.000560,747.392964,360.825886,222.645407,771.018690,332.933760,231.396241,759.280262,370.607463,240.505436,780.551327,349.940024,243.891636,767.648819,-23.414599,169.962147,1426.867934,-40.480139,335.579897,1454.356944,-129.714736,235.085804,1409.689837,-183.413233,267.273928,1153.658818,-86.915962,320.078491,1132.540361,-191.834124,226.645726,1018.026407,-146.371932,163.749146,947.734592,-193.170661,218.967357,921.837654,-164.287993,134.430269,880.637890,-192.469413,193.033039,866.241717,-113.760635,123.627866,845.217857,-107.338788,118.284737,815.607702,-138.667401,118.023414,784.806639,-118.195468,128.417899,768.598276,-166.297199,140.257855,801.940045,-110.373342,164.606752,800.720366,-135.771033,170.700387,795.633108,-115.290036,178.905203,816.698071,-145.859692,189.789607,791.673111,-121.550091,194.179380,796.275115,269.433513,226.440958,964.849355,105.396801,111.297951,982.768163,-84.234110,175.987793,984.210697,236.408621,360.069670,973.461259,70.788458,403.761178,980.270884,-76.861530,321.038875,976.772175,255.929169,284.397255,731.868921,228.904595,257.441807,518.821585,69.345001,255.812375,521.997548,212.634085,282.111658,351.999592,152.128191,319.441604,111.894741,72.172618,389.009831,53.670033,197.714512,234.464534,37.432528,65.662844,199.033980,39.891486,140.019898,90.675210,40.736124,-26.937086,81.279419,740.643028,-30.951359,82.433883,563.945488,106.578884,163.019351,544.446933,-42.381748,88.514913,369.946036,-19.717815,103.267500,139.070258,10.778280,198.886112,70.698382,18.494029,-31.912830,67.121216,136.180472,25.784341,65.644744,131.432513,-77.361374,89.541773,
13,96.716789,202.314035,1785.506071,178.027306,129.712125,1707.321647,179.790323,254.184032,1673.875747,25.435604,129.917439,1696.381573,26.350807,267.836636,1672.674220,103.937282,344.695810,1495.517156,92.800968,394.923331,1327.810258,114.107697,167.332071,1391.882854,111.807294,146.616909,1245.590244,243.002138,194.107034,1432.608938,249.705475,349.620653,1464.653615,343.201174,272.324650,1412.777226,383.429233,297.179011,1127.333295,275.573788,317.287149,1123.787828,365.386135,319.005527,1011.037538,341.462503,193.408554,928.744365,386.362549,270.890101,915.884538,367.348805,177.272651,859.036411,396.754131,231.124359,853.863380,318.079771,177.287886,823.704611,314.260073,177.634082,796.097930,348.635468,175.854202,768.554039,337.744092,182.852835,747.008932,374.410817,192.692638,793.995121,333.221628,211.086763,747.360501,360.441558,222.840637,770.921768,332.656013,231.379744,759.472655,370.456736,240.533292,780.531143,349.693346,244.027061,767.556314,-23.628103,170.207126,1426.905092,-40.662593,335.843351,1454.303895,-129.922023,235.329708,1409.668118,-183.559153,267.411694,1153.608219,-87.014058,320.178420,1132.473389,-192.027923,226.845708,1017.958991,-146.613619,163.959402,947.631685,-193.434690,219.192829,921.747895,-164.566892,134.674697,880.528818,-192.738695,193.283044,866.160999,-114.061705,123.868548,845.086016,-107.639186,118.500946,815.464943,-139.017139,118.250895,784.649578,-118.540518,128.697900,768.470155,-166.620159,140.426624,801.858906,-110.651639,164.859522,800.837023,-136.072761,170.950476,795.548607,-115.635389,179.238107,816.453291,-146.142536,190.052234,791.584903,-121.846618,194.412065,796.175621,269.347297,226.337788,964.878383,105.237624,111.338768,982.818106,-84.378895,176.120288,984.206282,236.356607,360.055511,973.473103,70.755546,403.800937,980.283332,-76.941560,321.173445,976.789737,255.858059,284.415826,731.888716,228.845855,257.519353,518.832585,69.285023,255.914510,521.972801,212.611999,282.198455,352.016548,152.127464,319.469218,111.880489,72.180230,389.013706,53.662679,197.710216,234.465548,37.423151,65.641276,199.044294,39.819449,139.872171,90.698091,40.629742,-27.266233,81.526047,740.565991,-31.465984,82.861415,563.833473,106.122692,163.340719,544.328791,-43.189522,89.352400,369.857735,-20.707990,104.405260,138.876742,9.771226,199.923785,70.366883,17.582813,-30.760261,67.145522,135.111891,26.849334,65.824675,130.273607,-76.251254,90.009535,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,96.319405,203.696401,1785.731111,177.628320,130.915312,1707.720007,179.361478,255.287923,1673.937590,25.033904,131.026212,1696.796999,25.863340,268.892883,1672.732430,103.546478,345.265013,1495.469671,92.543768,395.258475,1327.683223,113.693065,167.712479,1392.005592,111.411452,146.856035,1245.736699,242.585669,194.502185,1432.719276,249.361863,350.034619,1464.627322,342.836286,272.627932,1412.816832,383.090620,297.177671,1127.366458,275.257169,317.395974,1123.776102,365.085309,319.048800,1011.057768,341.076052,193.495999,928.728151,386.095742,270.933424,915.905353,366.966840,177.360692,859.023275,396.454788,231.157350,853.887783,317.712980,177.456616,823.665901,313.925662,177.804237,796.058740,348.312052,176.000572,768.519302,337.399749,183.010531,746.963467,374.220685,192.603996,794.015953,332.933736,211.282122,747.324570,360.023910,223.057968,770.850096,331.856951,231.182494,760.131991,370.200626,240.681100,780.548962,349.380791,244.216227,767.478144,-24.051893,170.691251,1426.998383,-41.007944,336.353297,1454.198870,-130.329417,235.830102,1409.645341,-183.837344,267.685716,1153.520745,-87.216649,320.366176,1132.352211,-192.407001,227.241349,1017.821416,-147.101694,164.375964,947.418338,-194.140986,219.533460,921.616092,-165.132333,135.172509,880.294691,-193.256848,193.815855,866.020802,-114.651755,124.354319,844.794316,-108.286773,119.031839,815.152255,-139.654443,118.804446,784.378963,-119.158975,129.307907,768.213422,-167.243686,140.960696,801.681931,-111.240358,165.437385,800.814086,-136.684681,171.504456,795.395123,-116.262638,179.917240,816.143717,-146.742398,190.630996,791.427104,-122.394951,194.950126,795.969100,269.155120,226.189126,964.918329,104.912546,111.410166,982.920181,-84.676636,176.374319,984.196133,236.250878,360.003671,973.491945,70.685204,403.872367,980.332274,-77.109357,321.436783,976.832063,255.734009,284.419703,731.926396,228.762219,257.648788,518.859179,69.171302,256.122448,521.945241,212.581563,282.372684,352.051421,152.144590,319.515786,111.855121,72.199101,389.023127,53.650511,197.735770,234.470083,37.420109,65.656097,199.079066,39.797529,139.963199,90.667985,40.690583,-27.954735,82.036644,740.399141,-32.533514,83.772186,563.602175,105.162437,164.020926,544.077896,-44.583391,91.109159,369.648673,-22.795235,107.044582,138.763486,7.893929,202.343468,69.811731,14.987888,-28.373150,67.656102,132.821960,29.048014,66.051932,127.758282,-73.982302,90.727214,
16,96.120180,204.394650,1785.836531,177.426542,131.527535,1707.921733,179.139026,255.850155,1673.990986,24.833565,131.588513,1697.018269,25.655834,269.418631,1672.771234,103.345087,345.550015,1495.443653,92.404322,395.414525,1327.608418,113.484916,167.902621,1392.078355,111.209216,146.955437,1245.823575,242.373277,194.703628,1432.787170,249.171403,350.249756,1464.615220,342.645546,272.794429,1412.850607,382.963141,297.139714,1127.396450,274.846015,317.779576,1123.899121,364.933945,319.072780,1011.072253,340.892960,193.541707,928.727199,385.949300,270.965136,915.925412,366.793378,177.414130,859.025406,396.217824,231.275680,853.883189,317.541012,177.555768,823.654530,313.742298,177.871355,796.044136,348.173888,176.086158,768.508432,337.236389,183.104924,746.947632,374.136444,192.589343,794.032625,332.758404,211.296946,747.465429,359.898039,223.164758,770.842243,331.546406,231.089682,760.372781,370.080978,240.761747,780.567494,349.250087,244.312992,767.514806,-24.261239,170.926203,1427.053887,-41.191875,336.607379,1454.146921,-130.524154,236.069876,1409.644116,-183.978058,267.810077,1153.485611,-87.330901,320.449801,1132.301081,-192.596434,227.441926,1017.760002,-147.351058,164.589353,947.298352,-194.308653,219.823261,921.521594,-165.419057,135.430604,880.168329,-193.525805,194.096504,865.950385,-114.946068,124.615281,844.641089,-108.588798,119.277563,814.980288,-139.970880,119.114564,784.248423,-119.463343,129.629105,768.047182,-167.557919,141.283717,801.597811,-111.531009,165.736582,800.719905,-136.999704,171.809707,795.286883,-116.613227,180.239440,815.888196,-147.031319,190.933785,791.293740,-122.653490,195.280771,795.871117,269.048965,226.027304,964.892069,104.745640,111.433295,982.974213,-84.836951,176.502072,984.192541,236.196235,359.960008,973.502736,70.644436,403.896828,980.371242,-77.202301,321.557348,976.855310,255.669849,284.405552,731.948230,228.724055,257.691305,518.871028,69.119060,256.213422,521.928865,212.571025,282.449613,352.066649,152.159358,319.530913,111.852553,72.220379,389.019951,53.645998,197.755547,234.466197,37.422538,65.661731,199.091484,39.758572,139.921191,90.656180,40.651911,-28.324936,82.303333,740.308398,-33.116490,84.245550,563.477704,104.688452,164.331825,543.952650,-45.588864,92.062318,369.608559,-23.886870,108.466910,138.728291,6.777139,203.684968,69.560778,13.849777,-27.044283,67.564167,131.618801,30.250495,66.120687,126.385529,-72.785745,90.933399,
17,95.918923,205.091255,1785.944913,177.225974,132.133386,1708.119645,178.911453,256.405601,1674.044443,24.634238,132.150658,1697.236618,25.394979,269.963488,1672.813054,103.184530,345.759855,1495.386289,92.246263,395.563569,1327.537563,113.278368,168.098943,1392.154518,111.009269,147.044332,1245.919211,242.163184,194.906407,1432.858457,248.972261,350.468434,1464.608510,342.447403,272.969542,1412.892753,382.805591,297.131893,1127.427652,274.534930,318.010864,1123.977614,364.772195,319.115370,1011.099379,340.706551,193.599530,928.725505,385.792570,270.998487,915.948013,366.627519,177.471940,859.033195,396.107679,231.285870,853.915182,317.373821,177.639773,823.636809,313.607911,177.964884,796.035605,348.034807,176.174733,768.505308,337.082232,183.206488,746.934424,374.022576,192.588388,794.055842,332.596634,211.338956,747.557793,359.973132,223.105355,770.941131,331.202763,231.086004,760.445629,369.955459,240.847760,780.576429,349.133244,244.381622,767.540993,-24.475749,171.169461,1427.112566,-41.378555,336.861491,1454.097300,-130.715252,236.311286,1409.645686,-184.146463,267.924970,1153.461790,-87.451851,320.536514,1132.258669,-192.785466,227.638090,1017.694363,-147.602519,164.804342,947.181106,-194.371385,220.135638,921.501757,-165.702559,135.688130,880.041105,-193.800566,194.372031,865.876048,-115.243382,124.893721,844.488626,-108.899300,119.554864,814.808065,-140.270539,119.475528,784.126262,-119.798338,129.958150,767.920242,-167.859362,141.605131,801.480667,-111.842743,166.035320,800.581590,-137.292908,172.100608,795.201195,-116.718652,180.254605,815.848338,-147.315387,191.245440,791.185268,-122.951566,195.594343,795.751235,268.947469,225.966204,964.930429,104.575210,111.455099,983.031049,-85.002647,176.629770,984.183562,236.135339,359.911300,973.516744,70.599950,403.919712,980.413200,-77.304358,321.676301,976.885209,255.601139,284.390230,731.976300,228.677982,257.744194,518.881860,69.067002,256.294633,521.916794,212.565918,282.515542,352.088835,152.172873,319.542178,111.842400,72.232723,389.022337,53.643665,197.767567,234.458746,37.416497,65.645258,199.112517,39.699773,139.803811,90.654161,40.561247,-28.707018,82.576922,740.219080,-33.710653,84.733298,563.352899,104.220290,164.624987,543.832574,-46.554889,93.039171,369.547668,-25.033955,109.883414,138.667241,5.719591,205.057811,69.349552,12.329041,-25.723073,67.771557,130.293835,31.430616,66.115345,124.970211,-71.583743,91.118172,
18,95.706357,205.781127,1786.062284,177.029772,132.741304,1708.319907,178.677389,256.970687,1674.094946,24.429493,132.712373,1697.450209,25.182582,270.482308,1672.864402,103.003722,345.995473,1495.339650,92.080607,395.706147,1327.458978,113.074196,168.297135,1392.232407,110.813273,147.126591,1246.017361,241.952810,195.115279,1432.938496,248.776458,350.682481,1464.601421,342.238441,273.154942,1412.935829,382.571310,297.189915,1127.456911,274.285026,318.147084,1124.024532,364.600975,319.163468,1011.132220,340.517842,193.665278,928.726095,385.630894,271.043233,915.976730,366.457842,177.534721,859.040978,396.046172,231.239706,853.958570,317.205745,177.732378,823.633188,313.454798,178.081267,796.028949,347.893906,176.271643,768.515415,336.924908,183.296927,746.926061,373.906322,192.627133,794.072465,332.491522,211.484910,747.486978,359.983380,223.100291,771.001277,330.942131,231.138200,760.454018,369.821655,240.936778,780.606888,349.146720,244.385613,767.660097,-24.691613,171.411058,1427.179644,-41.568302,337.121166,1454.052041,-130.915695,236.551560,1409.647394,-184.314425,268.044820,1153.434812,-87.580638,320.621837,1132.224282,-192.986275,227.835159,1017.630913,-147.852530,165.013657,947.064828,-194.689340,220.330197,921.462838,-165.986343,135.951434,879.911796,-194.082452,194.647053,865.797121,-115.553660,125.162450,844.326487,-109.232954,119.862243,814.643655,-140.585651,119.835608,783.984698,-120.139432,130.292297,767.763422,-168.096385,142.103798,801.381737,-112.160479,166.318744,800.411145,-137.622801,172.434692,795.087014,-117.177492,180.714196,815.470730,-147.618911,191.572216,791.077058,-123.274504,195.885578,795.620681,268.840353,225.913615,964.959358,104.402330,111.478824,983.089081,-85.167758,176.757840,984.173707,236.063061,359.857826,973.530755,70.553222,403.939084,980.455057,-77.413772,321.794654,976.912290,255.526936,284.370864,732.002292,228.628315,257.791969,518.892061,69.005770,256.372404,521.906073,212.558083,282.572596,352.103278,152.178621,319.556205,111.827585,72.235724,389.026622,53.640314,197.773959,234.459136,37.413081,65.613507,199.135060,39.624886,139.641715,90.666862,40.441987,-29.106103,82.866746,740.119949,-34.325012,85.234123,563.229009,103.742515,164.932765,543.715925,-47.479368,94.019017,369.471186,-26.196651,111.308072,138.577571,4.694482,206.418170,69.171051,10.836224,-24.366731,67.888059,128.953158,32.643145,66.098972,123.498539,-70.347403,91.265282,
19,95.462241,206.449321,1786.216390,176.830586,133.354749,1708.535430,178.427753,257.541872,1674.157950,24.223753,133.271635,1697.667638,24.923403,271.024557,1672.915859,102.788628,346.281994,1495.339112,91.916788,395.836309,1327.382029,112.863875,168.497388,1392.315284,110.615126,147.198029,1246.122623,241.742772,195.331655,1433.027024,248.581113,350.903167,1464.596020,342.026013,273.349462,1412.984936,382.347651,297.243707,1127.484724,274.083449,318.156953,1124.000563,364.422524,319.216763,1011.167477,340.332691,193.731476,928.730964,385.462452,271.097477,916.009483,366.285133,177.609250,859.050050,395.889998,231.314487,853.987433,317.053531,177.832154,823.630279,313.320216,178.212775,796.025886,347.749244,176.366153,768.523586,336.785626,183.392962,746.924121,373.756299,192.736515,794.062239,332.397396,211.619853,747.431508,360.022608,223.117619,770.924688,331.143730,231.439482,760.205343,369.692121,241.014716,780.632971,349.107916,244.447096,767.726964,-24.905679,171.648889,1427.250047,-41.760640,337.378807,1454.012035,-131.120711,236.787487,1409.658629,-184.483006,268.161880,1153.403461,-87.713634,320.697808,1132.183974,-193.186714,228.023729,1017.568834,-148.109522,165.227430,946.946620,-194.926540,220.600866,921.365585,-166.268626,136.216276,879.781830,-194.357630,194.931786,865.719043,-115.864147,125.427364,844.152341,-109.550156,120.195941,814.491535,-140.931904,120.169765,783.815058,-120.483657,130.617278,767.600222,-168.430195,142.376900,801.242520,-112.472622,166.607199,800.232073,-137.938989,172.727671,794.992516,-117.307391,180.760850,815.481798,-147.931033,191.893649,790.962135,-123.620799,196.182088,795.483516,268.730251,225.849836,964.986834,104.227065,111.502284,983.147870,-85.435324,176.879919,984.104020,235.992417,359.805629,973.551198,70.508617,403.958378,980.503151,-77.519130,321.912541,976.940291,255.446674,284.349516,732.023564,228.581012,257.836672,518.902912,68.946290,256.437664,521.888480,212.550078,282.632843,352.121283,152.183240,319.574917,111.809381,72.236302,389.026422,53.634713,197.774277,234.460623,37.402479,65.578797,199.156011,39.549379,139.497550,90.676783,40.338924,-29.517774,83.167964,740.016748,-34.963014,85.742937,563.101621,103.224382,165.262345,543.588164,-48.173797,95.029994,369.336883,-27.402367,112.786668,138.488210,3.600440,207.861348,68.993472,9.300623,-22.950966,67.943687,127.613355,33.887455,66.082138,121.963460,-69.097489,91.366914,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,95.018417,207.811105,1786.504860,176.410776,134.588869,1708.947343,177.952374,258.688156,1674.288509,23.820162,134.405230,1698.114445,24.421620,272.105400,1673.044530,102.360688,346.833079,1495.319971,91.620260,396.078837,1327.239698,112.443355,168.905917,1392.498129,110.213684,147.328116,1246.357344,241.319842,195.748625,1433.224311,248.184628,351.354744,1464.587579,341.618172,273.726737,1413.084053,381.936394,297.343324,1127.553928,273.651220,318.123552,1123.979719,364.063343,319.333740,1011.242715,339.980264,193.884042,928.753211,385.139175,271.234770,916.084313,365.945406,177.784231,859.079756,395.571625,231.496974,854.057638,316.751385,178.029326,823.623882,313.024244,178.439586,796.034432,347.467544,176.548804,768.545366,336.521892,183.609461,746.924971,373.489319,192.894961,794.117627,332.180385,211.850798,747.393699,360.005340,223.269908,771.030237,331.386224,231.734090,760.369761,369.441786,241.205862,780.698709,348.925501,244.601202,767.767776,-25.329645,172.117809,1427.393912,-42.169024,337.879439,1453.940327,-131.521691,237.249699,1409.676897,-184.804690,268.372802,1153.339342,-87.946311,320.808564,1132.106412,-193.596000,228.380188,1017.453277,-148.612219,165.645991,946.710987,-195.507691,221.018768,921.316534,-166.839535,136.756231,879.508188,-194.916358,195.495295,865.550842,-116.471378,125.981222,843.810066,-110.190949,120.836089,814.153584,-141.590785,120.822980,783.462475,-121.123040,131.292632,767.259839,-169.075175,142.962346,800.956660,-113.078911,167.216851,799.877312,-138.586725,173.358051,794.802072,-118.110146,181.382146,815.274902,-148.564793,192.561936,790.802847,-124.220431,196.798970,795.256376,268.512012,225.701485,965.028804,103.869003,111.542422,983.268901,-85.727303,177.130402,984.118441,235.870919,359.684496,973.587357,70.438123,403.982551,980.595361,-77.701555,322.138210,976.995702,255.299876,284.317248,732.065328,228.494471,257.934337,518.931293,68.830375,256.561902,521.845856,212.544563,282.746880,352.168574,152.196080,319.623448,111.777471,72.247718,389.037496,53.620810,197.781817,234.476028,37.382100,65.535711,199.232678,39.479546,139.394032,90.689946,40.262478,-30.367513,83.762074,739.807383,-36.280328,86.793316,562.840286,102.124794,165.926589,543.290716,-50.196984,97.059603,369.193919,-29.840895,115.814049,138.305549,1.453106,210.865457,68.708322,6.171031,-19.963046,67.920002,124.705086,36.439661,65.912084,118.718017,-66.513116,91.428217,
